Serial Number,address,attributes,business_id,Category 1,Category 2,Category 3,Event Planning & Caterers,Cuisine,Cuisine 2,Cuisine 3,Cuisine 4,Cuisine5,Cuisine6,Cuisine Type 1,city,hours,is_open,latitude,longitude,name,neighborhood,postal_code,review_count,stars,state
2792,100 N 1st St,"(None, None, None, None, None, None, None, None, False, True, None, None, None, None, None, None, False, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2, None, None, None, None, True, paid)",LAiBt7LobYM_0_EQrSvK4A,Restaurant,,,Yes,American,,,,,,,Phoenix,"(0:0-0:0, 0:0-0:0, 0:0-0:0, 0:0-0:0, 0:0-0:0, 0:0-0:0, 0:0-0:0)",1,33.44954005,-112.0731904,Renaissance Phoenix Downtown Hotel,,85004,182,4,AZ
2793,7000 E Mayo Blvd,"(None, None, none, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, None, None, None, None, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, None, True, None, None, None, None, None, None, True, {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}, None, None, False, None, quiet, None, True, casual, True, False, False, 1, False, False, True, None, True, no)",ZF6jtYU3t6Srs3GBtabh_A,Restaurant,,,,Mediterranean,Greek,,,,,,Phoenix,,0,33.6569065,-111.9298903,Extreme Pita,,85054,27,4,AZ
2794,3416 W Thomas Rd,"(None, None, full_bar, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, None, None, None, False, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, None, False, None, None, None, None, None, None, True, {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}, None, None, True, None, very_loud, None, False, casual, None, False, True, 2, False, True, True, None, None, no)",lQAGjzAA_D5d3i93xndl9w,Restaurant,,,,Mexican,,,,,,,Phoenix,"(8:0-14:0, 9:0-23:0, 8:0-14:0, 8:0-14:0, 9:0-23:0, 9:0-23:0, 9:0-23:0)",0,33.4807921,-112.1333807,Mariscos Mi Lindo Mazatlan,,85017,16,2.5,AZ
2795,5200 E Camelback Rd,"(None, None, full_bar, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, None, None, None, True, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': True}, True, None, None, None, None, None, None, None, None, None, None, None, True, None, average, None, True, dressy, None, False, True, 3, True, None, None, None, True, free)",M5gj8a6Qtjy06lh3L5zUqA,Restaurant,,,Yes,American,,,,,,,Phoenix,"(0:0-0:0, 0:0-0:0, 0:0-0:0, 0:0-0:0, 0:0-0:0, 0:0-0:0, 0:0-0:0)",1,33.50501972,-111.9687994,"Royal Palms Resort and Spa, in the Unbound Collection by Hyatt",,85018,267,4.5,AZ
2796,"34455 N 27 Dr, Ste D 160-162","(None, None, beer_and_wine, None, None, None, None, None, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, casual, None, None, False, 2, None, False, True, None, None, None)",amuNjN2yc_0HRgbMH5UlKw,Restaurant,,,,Chinese,,,,,,,Phoenix,,0,33.7971416,-112.1180452,Jade Fine Chinese Dining,,85085,10,3,AZ
2797,"130 N Central Ave, Ste 100","(None, None, full_bar, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, None, None, None, True, None, True, {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}, None, None, None, None, None, None, None, False, False, {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': True}, None, True, True, None, average, None, True, casual, None, False, True, 2, False, None, True, None, None, free)",he8OUqiuKynwGUzT3ZhOLg,Pub,,,,American,,,,,,,Phoenix,"(10:30-23:0, 10:30-23:0, 15:0-2:0, None, 10:30-23:0, 10:30-23:0, 10:30-23:0)",1,33.4499524,-112.0740511,Deli Tavern,,85004,60,4,AZ
2798,"5600 N 7th St, Ste 100","(None, None, full_bar, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': True, 'divey': False, 'touristy': False, 'trendy': True, 'upscale': False, 'casual': True}, None, None, {'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': True}, True, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, None, True, False, None, None, None, None, False, True, {'dessert': True, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': True}, None, True, True, {'dj': True, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}, average, None, True, casual, None, False, True, 2, True, True, True, outdoor, None, free)",ayaDm0WPZB0g0PYbGFkrzA,Pub,,,,Mexican,,,,,,,Phoenix,"(15:0-0:0, 15:0-22:0, 10:0-0:0, 10:0-22:0, 15:0-22:0, 15:0-22:0, 15:0-22:0)",0,33.5182564,-112.0651609,Casa Anejo,,85014,187,3.5,AZ
2799,4729 E McDowell Rd,"(None, None, full_bar, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': True, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, None, None, {'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}, True, False, True, {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, None, False, False, None, None, None, None, True, False, {'dessert': False, 'latenight': True, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}, None, True, True, {'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': True}, average, None, False, casual, None, True, True, 1, True, True, True, outdoor, True, free)",BOoEeUitM6gn9t_t8TY3Aw,Pub,Restaurant,Sports Bar,,American,,,,,,,Phoenix,"(11:0-2:0, 11:0-2:0, 10:0-2:0, 10:0-2:0, 11:0-2:0, 11:0-2:0, 11:0-2:0)",1,33.4652476,-111.9792589,Breakroom Bar & Grill,,85008,74,4,AZ
2800,"702 W Camelback Rd, Ste 1","(None, None, none, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, None, None, None, True, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, None, False, None, None, None, None, None, None, True, {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}, None, None, False, None, quiet, None, False, casual, None, False, True, 1, False, False, True, None, None, free)",AqKWtFTREQ_PFSYiIWnBgw,Restaurant,,,,Japanese,,,,,,,Phoenix,"(10:30-21:0, 10:30-21:0, 10:30-21:0, 11:0-20:0, 10:30-21:0, 10:30-21:0, 10:30-21:0)",0,33.509984,-112.083543,Kyoto Bowl,,85013,33,2,AZ
2801,49 W Thomas Rd,"(None, None, none, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': True, 'upscale': False, 'casual': True}, None, None, None, True, False, True, {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, None, False, None, None, None, True, None, None, True, {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}, None, None, False, None, quiet, None, False, casual, None, False, True, 1, False, False, True, None, True, free)",Ag1S9ttGzV0oikz80pRPbA,Restaurant,,,,Hawaiian,,,,,,,Phoenix,"(10:30-20:0, 10:30-20:0, 11:0-20:0, 11:0-18:0, 10:30-20:0, 10:30-20:0, 10:30-20:0)",1,33.4799848,-112.0765481,Pok̩ Catcher,,85013,80,4.5,AZ
2802,1326 N Central Ave,"(None, None, full_bar, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': True, 'upscale': False, 'casual': True}, None, None, None, True, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, None, True, None, None, None, True, False, None, True, {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}, None, None, True, None, average, None, True, casual, None, True, True, 2, True, True, True, None, True, free)",_JZ7hXqOZ_MngjPWFgER0w,Restaurant,,,,American,,,,,,,Phoenix,"(11:0-23:0, 11:0-22:0, 11:0-23:0, 11:0-21:0, 11:0-22:0, 11:0-22:0, 11:0-22:0)",1,33.46340471,-112.0740759,Pizza People Pub,,85004,357,4,AZ
2803,1 N Central Ave,"(None, None, beer_and_wine, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, None, None, None, True, False, True, {'garage': True, 'street': True, 'validated': True, 'lot': False, 'valet': False}, None, True, None, None, None, True, None, None, True, {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}, None, None, False, None, average, None, True, casual, None, True, True, 1, False, False, True, None, True, free)",98-glq_UhUwYwx9SBVi2_A,Pub,,,,American,,,,,,,Phoenix,"(7:0-18:0, 7:0-18:0, None, None, 7:0-18:0, 7:0-18:0, 7:0-18:0)",0,33.44837568,-112.0727069,Duck & Decanter,,85004,59,4,AZ
2804,"4302 E Ray Rd, Ste 113","(None, None, none, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, None, None, None, True, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, None, True, None, None, None, None, None, None, True, {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}, None, None, False, None, average, None, False, casual, None, True, False, 2, False, False, True, None, None, no)",BNLFEPZTyhNObVzXsTT0iw,Restaurant,,,,American,,,,,,,Phoenix,"(10:0-0:0, 10:0-23:0, 10:0-0:0, 10:0-23:0, 10:0-23:0, 10:0-23:0, 10:0-23:0)",1,33.3206055,-111.9916989,Papa John's Pizza,,85044,17,3,AZ
2805,12045 N 32nd St,"(None, None, none, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, None, None, None, True, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, None, False, None, None, None, None, None, None, True, {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}, None, None, False, None, average, None, False, casual, None, False, True, 1, False, False, True, None, None, no)",h_hg33vb0OsWsE6T1SHAgw,Restaurant,,,,American,,,,,,,Phoenix,"(10:30-22:0, 10:30-22:0, 10:30-22:0, 10:30-22:0, 10:30-22:0, 10:30-22:0, 10:30-22:0)",1,33.5966556,-112.012682,Church's Chicken,,85028,24,3,AZ
2806,128 E Roosevelt St,"(None, None, full_bar, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': True, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, False, yes_free, {'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}, True, None, True, {'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}, None, False, False, False, None, None, None, False, False, {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}, None, True, True, {'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': True, 'video': False, 'jukebox': False}, average, None, False, casual, True, False, True, 2, False, True, True, no, True, free)",-BxWyEIQ6wypT-37MzZizQ,Restaurant,,,,American,,,,,,,Phoenix,"(10:30-2:0, 10:30-0:0, 10:0-2:0, 10:0-0:0, 10:30-0:0, 10:30-0:0, 10:30-0:0)",1,33.4588267,-112.0715434,Carly's Bistro,,85004,381,4,AZ
2807,7406 W McDowell Rd,"(None, None, none, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, None, None, None, False, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, None, False, None, None, None, None, None, None, True, {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}, None, None, False, None, loud, None, False, casual, None, False, True, 2, False, True, True, None, True, no)",m3tNor-GTl-aAST5AmEqYA,Restaurant,,,,Japanese,Cantonese,Chinese,,,,,Phoenix,"(11:0-22:30, 11:0-21:30, 11:0-22:30, 11:0-21:30, 11:0-21:30, 11:0-21:30, 11:0-21:30)",1,33.46620938,-112.2189348,Lin's Grand Buffet,,85035,101,2.5,AZ
2808,"3233 E Chandler Blvd, Ste 6","(None, None, none, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': True, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, None, None, None, True, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, None, False, None, None, None, None, None, None, True, {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}, None, None, False, None, quiet, None, False, casual, None, True, False, 1, False, False, True, None, True, no)",nQVPgOqVrNIWhY3F5kS79g,Restaurant,,,,Chinese,,,,,,,Phoenix,"(11:0-21:0, 11:0-21:0, 12:0-21:0, 16:30-21:0, 11:0-21:0, 11:0-21:0, 11:0-21:0)",0,33.3048555,-112.0124975,Pei Wok,,85048,24,4,AZ
2809,2651 N 75th Ave,"(None, None, None, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, None, None, None, None, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, None, None, None, None, None, None, None, None, True, {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}, None, None, None, None, average, None, False, casual, None, False, True, 1, True, False, True, None, None, None)",ut6eoEAaE7WsdLFj9zueLw,Restaurant,,,,American,,,,,,,Phoenix,,1,33.478181,-112.2200991,New Great China Super Buffet,,85035,5,3.5,AZ
2810,4121 E Thomas Rd,"(None, None, full_bar, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, None, None, None, True, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, None, True, None, None, None, None, None, None, True, {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}, None, None, True, None, quiet, None, False, casual, None, True, True, 2, True, True, True, None, True, no)",NUT7tou1Uvjh0GB4I41Qig,Restaurant,,,,Thai,,,,,,,Phoenix,"(11:0-22:0, 11:0-21:0, 11:0-22:0, 11:0-21:0, 11:0-21:0, 11:0-21:0, 11:0-21:0)",1,33.4800764,-111.992297,SaBai Modern Thai,,85018,364,3.5,AZ
2811,501 E Roosevelt St,"(None, None, beer_and_wine, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, None, None, None, True, None, True, {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}, None, None, None, None, None, None, None, None, True, {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}, None, None, False, None, average, None, False, casual, None, None, True, 2, False, False, True, None, True, None)",EwqExeH9wkG3NaUHV-OtBQ,Pub,,,,American,,,,,,,Phoenix,"(12:0-22:0, 12:0-22:0, 12:0-22:0, 12:0-22:0, 12:0-22:0, 12:0-22:0, 12:0-22:0)",0,33.4585209,-112.0671432,Flowers Craft Beer & Wine,,85004,12,5,AZ
2812,1125 E Glendale Ave,"(None, None, none, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, None, None, None, True, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, None, True, None, None, None, None, None, None, True, {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': True, 'brunch': False}, None, None, False, None, quiet, None, True, casual, None, False, True, 1, False, False, True, None, True, free)",BQHbrLQVB6l1GqX93JIQ2w,Restaurant,,,,American,,,,,,,Phoenix,"(6:0-21:0, 6:0-21:0, 6:0-21:0, 7:0-20:0, 6:0-21:0, 6:0-21:0, 6:0-21:0)",1,33.53788481,-112.0574565,Panera Bread,,85020,103,2.5,AZ
2813,2611 N Central Ave,"(None, None, full_bar, {'romantic': False, 'intimate': False, 'classy': True, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, None, no, {'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}, True, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, None, False, True, None, None, None, None, False, False, {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}, None, True, True, {'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}, average, False, False, dressy, None, False, True, 3, True, True, False, no, True, no)",_DPJ_PHJnXsuhYhsgBA0Xw,Pub,,,,American,,,,,,,Phoenix,"(16:0-23:0, 16:0-22:0, 17:0-23:0, 16:30-22:0, 16:0-22:0, 16:0-22:0, 16:0-22:0)",1,33.47720641,-112.0735331,Durant's,,85004,824,4,AZ
2814,5009 W Mcdowell,"(None, None, none, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, None, None, None, True, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, None, True, None, None, None, None, True, None, True, {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}, None, None, False, None, average, None, True, casual, None, False, True, 1, False, False, True, None, True, no)",rLX33sjOL3n4g_VqLpJZWA,Restaurant,,,,Mexican,,,,,,,Phoenix,"(9:30-23:0, 9:30-23:0, 9:30-23:0, 9:30-23:0, 9:30-23:0, 9:30-23:0, 9:30-23:0)",1,33.4655955,-112.1673163,El Pollo Loco,,85035,17,2.5,AZ
2815,6327 N 7th St,"(None, None, full_bar, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, False, yes_corkage, {'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': True, 'saturday': True}, True, False, True, {'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}, None, True, False, True, None, False, None, False, False, {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}, None, True, True, {'dj': False, 'background_music': True, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}, average, None, False, casual, None, False, True, 2, True, True, True, no, True, free)",OZqAZkjhV_nyHsbnKaD1WQ,Pub,,,,Italian,,,,,,,Phoenix,"(11:0-22:0, 11:0-22:0, 17:0-22:0, None, 11:0-22:0, 11:0-22:0, 11:0-22:0)",1,33.529845,-112.064704,Christo's Ristorante,,85014,178,4,AZ
2816,202 N Central Ave,"(None, None, none, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, None, None, None, None, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, None, False, None, None, None, None, None, None, True, {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}, None, None, False, None, average, None, True, casual, None, False, False, 1, False, False, True, None, None, None)",y71Xmo4Bs5QLNv_6zFl98A,Restaurant,,,,American,,,,,,,Phoenix,"(6:30-19:0, 6:30-19:0, 7:0-11:0, 7:0-11:0, 6:30-19:0, 6:30-19:0, 6:30-19:0)",0,33.4504587,-112.0740771,Bistro 202,,85004,6,3,AZ
2817,905 N 4th St,"(None, None, full_bar, None, None, None, None, None, None, True, {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}, None, None, None, None, None, None, None, None, False, {'dessert': False, 'latenight': True, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}, None, None, None, None, None, None, True, casual, None, False, True, 2, True, True, True, None, True, None)",wik8LiLFITAiJMuI4mSTAA,Restaurant,,,,Asian,,,,,,,Phoenix,"(11:0-2:0, 11:0-11:0, 11:0-2:0, None, 11:0-11:0, 11:0-11:0, 11:0-11:0)",0,33.4577071,-112.0686109,Nine 05,,85004,39,3.5,AZ
2818,2818 N Central Ave,"(None, None, none, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, None, None, None, True, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, None, False, None, None, None, None, None, None, True, {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}, None, None, False, None, average, None, True, casual, None, False, True, 1, False, False, True, None, True, no)",GKg7N9i7djbigZ5fDj2DXw,Restaurant,,,,American,,,,,,,Phoenix,"(9:0-16:0, 9:0-16:0, 10:30-16:0, None, 9:0-16:0, 9:0-16:0, 9:0-16:0)",1,33.4794948,-112.0740684,Best of Philly,,85004,108,4,AZ
2819,602 W Union Hills Dr,"(None, None, none, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, None, None, None, False, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, None, False, None, None, None, None, None, None, True, {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}, None, None, False, None, average, None, False, casual, None, False, True, 1, False, True, True, None, None, no)",yy27y9vFs2-W7jigzAky0g,Restaurant,,,,Vietnamese,,,,,,,Phoenix,"(9:0-20:0, 9:0-20:0, 9:0-21:0, 9:0-21:0, 9:0-20:0, 9:0-20:0, 9:0-20:0)",1,33.6551102,-112.081677,Pho Lee,,85027,96,3.5,AZ
2820,6650 W Van Buren St,,o53qYN7co-1hu5LgZmsP4w,Restaurant,,,,American,,,,,,,Phoenix,"(0:0-0:0, 0:0-0:0, 0:0-0:0, 0:0-0:0, 0:0-0:0, 0:0-0:0, 0:0-0:0)",1,33.45199325,-112.2030272,McDonald's,,85043,3,1,AZ
2821,,"(None, None, full_bar, None, None, None, None, None, None, True, None, None, None, None, None, None, None, None, None, None, {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}, None, None, None, None, None, None, None, None, None, False, True, None, False, True, False, None, True, no)",#NAME?,Restaurant,,,,American,,,,,,,Phoenix,,0,33.4528292,-112.0685027,Ed's,,85004,3,5,AZ
2822,3159 E Lincoln Dr,"(None, None, full_bar, {'romantic': True, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, None, no, None, True, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, None, True, None, None, None, None, None, None, True, {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}, None, None, True, None, average, None, True, casual, None, False, True, 2, True, True, True, None, True, free)",ZVtjS8Hvq2a6SxHxlehPGg,Restaurant,,,,Italian,,,,,,,Phoenix,"(11:0-22:0, 11:0-22:0, 17:0-22:0, None, 11:0-22:0, 11:0-22:0, 11:0-22:0)",1,33.53083136,-112.0133682,L'Amore Italian Restaurant,,85016,205,4.5,AZ
2823,2202 E Indian School Rd,"(None, None, none, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, None, None, None, True, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, None, False, None, None, None, None, True, None, True, {'dessert': False, 'latenight': True, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}, None, None, False, None, average, None, False, casual, None, False, True, 1, False, False, True, None, True, no)",s6oqSa91yXeKXe5yMpV7dQ,Restaurant,,,,American,,,,,,,Phoenix,,1,33.49522053,-112.0344106,Jack in The Box,,85016,23,2,AZ
2824,1850 W Union Hills Dr,"(None, None, None, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, None, None, None, None, None, True, None, None, None, None, None, None, None, None, None, True, {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}, None, None, False, None, None, None, None, casual, None, False, True, 1, False, None, True, None, None, None)",6VZ4T_BnTl8swN-g06ZVYg,Restaurant,,,,Mexican,,,,,,,Phoenix,"(6:0-23:0, 6:0-23:0, 7:0-23:0, 7:0-23:0, 6:0-23:0, 6:0-23:0, 6:0-23:0)",1,33.6554863,-112.099,Del Taco,,85027,10,1.5,AZ
2825,3300 N Central Ave Lbby,"(None, None, none, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, None, None, None, None, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, None, None, None, None, None, None, None, None, True, {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}, None, None, None, None, average, None, False, casual, None, False, True, 1, False, False, True, None, None, None)",JcsZvx-4yovFgCXOfd6KMg,Restaurant,,,,American,,,,,,,Phoenix,,1,33.648302,-112.119379,Sam's Deli Mart,,85012,4,3,AZ
2826,3422 W Glendale Ave,"(None, None, none, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, None, None, None, False, False, True, {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, None, True, None, None, None, False, None, None, True, {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': True, 'brunch': True}, None, None, True, None, average, None, False, casual, None, False, True, 1, True, True, True, None, True, no)",jCY_nUGmElQsERJsovVEDQ,Restaurant,,,,American,,,,,,,Phoenix,"(6:0-15:0, 6:0-15:0, 6:0-15:0, 7:0-15:0, 6:0-15:0, 6:0-15:0, 6:0-15:0)",1,33.5388426,-112.1326376,The Cracked Egg,,85051,185,4,AZ
2827,125 E Adams St,"(None, None, full_bar, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, None, None, None, None, None, True, {'garage': True, 'street': True, 'validated': True, 'lot': False, 'valet': False}, None, False, None, None, None, None, None, None, True, {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}, None, None, False, None, average, None, True, casual, None, True, True, 2, True, True, True, None, True, free)",#NAME?,Restaurant,,,,Mexican,,,,,,,Phoenix,"(7:0-22:0, 9:0-21:0, 7:0-22:0, 7:0-22:0, 9:0-21:0, 9:0-21:0, 9:0-21:0)",0,33.4493093,-112.07194,Matador Restaurant,,85004,56,3,AZ
